DayOfWeek,Origin_Airport,Scheduled_Departure,Departure_Time,Dep_Delay,Scheduled_Arrival,Arrival_Time,Arrival_Delay,Arr_Del_morethan15,Cancelled,Diverted,Distance,Carrier_Delay,WeatherDelay,NAS_Delay,Security_Delay,Late_Aircraft_Delay,Top_Carriers
6,LAX,1420,1409,-11,1707,1649,-18,0,0,0,2486,0,0,0,0,0,1
7,LAX,1420,1418,-2,1707,1701,-6,0,0,0,2486,0,0,0,0,0,1
1,LAX,1420,1414,-6,1707,1716,9,0,0,0,2486,0,0,0,0,0,1
2,LAX,1420,1417,-3,1707,1709,2,0,0,0,2486,0,0,0,0,0,1
3,LAX,1420,1437,17,1707,1722,15,1,0,0,2486,15,0,0,0,0,1
4,LAX,1420,1417,-3,1707,1658,-9,0,0,0,2486,0,0,0,0,0,1
5,LAX,1420,1439,19,1707,1713,6,0,0,0,2486,0,0,0,0,0,1
6,LAX,1420,1418,-2,1707,1659,-8,0,0,0,2486,0,0,0,0,0,1
7,LAX,1420,1413,-7,1707,1651,-16,0,0,0,2486,0,0,0,0,0,1
1,LAX,1420,1417,-3,1707,1702,-5,0,0,0,2486,0,0,0,0,0,1
2,LAX,1420,1420,0,1707,1654,-13,0,0,0,2486,0,0,0,0,0,1
3,LAX,1420,1413,-7,1707,1708,1,0,0,0,2486,0,0,0,0,0,1
4,LAX,1420,1417,-3,1707,1646,-21,0,0,0,2486,0,0,0,0,0,1
5,LAX,1420,1416,-4,1707,1653,-14,0,0,0,2486,0,0,0,0,0,1
6,LAX,1420,1417,-3,1707,1707,0,0,0,0,2486,0,0,0,0,0,1
7,LAX,1420,1421,1,1707,1701,-6,0,0,0,2486,0,0,0,0,0,1
1,LAX,1420,1633,133,1707,1856,109,1,0,0,2486,11,0,0,0,98,1
2,LAX,1420,1442,22,1707,1714,7,0,0,0,2486,0,0,0,0,0,1
3,LAX,1420,1549,89,1707,1807,60,1,0,0,2486,0,0,0,0,60,1
4,LAX,1420,1442,22,1707,1704,-3,0,0,0,2486,0,0,0,0,0,1
5,LAX,1420,1456,36,1707,1728,21,1,0,0,2486,0,0,0,0,21,1
6,LAX,1420,1423,3,1707,1657,-10,0,0,0,2486,0,0,0,0,0,1
7,LAX,1420,1419,-1,1707,1703,-4,0,0,0,2486,0,0,0,0,0,1
5,DFW,1220,1219,-1,1617,1612,-5,0,0,0,1121,0,0,0,0,0,1
6,DFW,1220,1233,13,1617,1617,0,0,0,0,1121,0,0,0,0,0,1
7,DFW,1220,1217,-3,1617,1601,-16,0,0,0,1121,0,0,0,0,0,1
1,DFW,1220,1226,6,1617,1637,20,1,0,0,1121,0,0,14,0,6,1
2,DFW,1220,1255,35,1617,1648,31,1,0,0,1121,31,0,0,0,0,1
3,DFW,1220,1226,6,1617,1607,-10,0,0,0,1121,0,0,0,0,0,1
4,DFW,1220,1219,-1,1617,1555,-22,0,0,0,1121,0,0,0,0,0,1
5,DFW,1220,1310,50,1617,1719,62,1,0,0,1121,5,0,12,0,45,1
6,DFW,1220,1229,9,1617,1620,3,0,0,0,1121,0,0,0,0,0,1
7,DFW,1220,1217,-3,1617,1558,-19,0,0,0,1121,0,0,0,0,0,1
1,DFW,1220,1218,-2,1617,1605,-12,0,0,0,1121,0,0,0,0,0,1
2,DFW,1220,1222,2,1617,1623,6,0,0,0,1121,0,0,0,0,0,1
3,DFW,1220,1219,-1,1617,1616,-1,0,0,0,1121,0,0,0,0,0,1
4,DFW,1220,1224,4,1617,1623,6,0,0,0,1121,0,0,0,0,0,1
5,DFW,1220,1232,12,1617,1625,8,0,0,0,1121,0,0,0,0,0,1
6,DFW,1220,1229,9,1617,1616,-1,0,0,0,1121,0,0,0,0,0,1
7,DFW,1220,1218,-2,1617,1558,-19,0,0,0,1121,0,0,0,0,0,1
1,DFW,1220,1216,-4,1617,1559,-18,0,0,0,1121,0,0,0,0,0,1
2,DFW,1220,1220,0,1617,1612,-5,0,0,0,1121,0,0,0,0,0,1
3,DFW,1220,1221,1,1617,1611,-6,0,0,0,1121,0,0,0,0,0,1
4,DFW,1220,1223,3,1617,1626,9,0,0,0,1121,0,0,0,0,0,1
5,DFW,1220,1805,345,1617,2144,327,1,0,0,1121,188,0,0,0,139,1
6,DFW,1220,1219,-1,1617,1558,-19,0,0,0,1121,0,0,0,0,0,1
7,DFW,1220,1432,132,1617,1821,124,1,0,0,1121,13,0,0,0,111,1
1,DFW,1220,1239,19,1617,1636,19,1,0,0,1121,16,0,0,0,3,1
2,DFW,1220,1220,0,1617,1630,13,0,0,0,1121,0,0,0,0,0,1
3,DFW,1220,1217,-3,1617,1619,2,0,0,0,1121,0,0,0,0,0,1
4,DFW,1220,1232,12,1617,1642,25,1,0,0,1121,12,0,13,0,0,1
5,DFW,1220,1223,3,1617,1609,-8,0,0,0,1121,0,0,0,0,0,1
6,DFW,1220,1228,8,1617,1609,-8,0,0,0,1121,0,0,0,0,0,1
7,DFW,1220,1221,1,1617,1616,-1,0,0,0,1121,0,0,0,0,0,1
5,SFO,815,810,-5,1654,1805,71,1,0,0,2585,0,0,71,0,0,1
6,SFO,815,811,-4,1654,1717,23,1,0,0,2585,0,0,23,0,0,1
7,SFO,815,814,-1,1654,1645,-9,0,0,0,2585,0,0,0,0,0,1
1,SFO,815,909,54,1654,1733,39,1,0,0,2585,39,0,0,0,0,1
2,SFO,815,821,6,1654,1702,8,0,0,0,2585,0,0,0,0,0,1
3,SFO,815,810,-5,1654,1643,-11,0,0,0,2585,0,0,0,0,0,1
4,SFO,815,813,-2,1654,1646,-8,0,0,0,2585,0,0,0,0,0,1
5,SFO,815,936,81,1654,1806,72,1,0,0,2585,72,0,0,0,0,1
6,SFO,815,808,-7,1654,1659,5,0,0,0,2585,0,0,0,0,0,1
7,SFO,815,807,-8,1654,1639,-15,0,0,0,2585,0,0,0,0,0,1
1,SFO,815,819,4,1654,1705,11,0,0,0,2585,0,0,0,0,0,1
2,SFO,815,829,14,1654,1657,3,0,0,0,2585,0,0,0,0,0,1
3,SFO,815,815,0,1654,1649,-5,0,0,0,2585,0,0,0,0,0,1
4,SFO,815,815,0,1654,1700,6,0,0,0,2585,0,0,0,0,0,1
5,SFO,815,820,5,1654,1700,6,0,0,0,2585,0,0,0,0,0,1
6,SFO,815,809,-6,1654,1713,19,1,0,0,2585,0,0,19,0,0,1
7,SFO,815,815,0,1654,1705,11,0,0,0,2585,0,0,0,0,0,1
1,SFO,815,813,-2,1654,1714,20,1,0,0,2585,0,0,20,0,0,1
2,SFO,815,812,-3,1654,1703,9,0,0,0,2585,0,0,0,0,0,1
3,SFO,815,819,4,1654,1658,4,0,0,0,2585,0,0,0,0,0,1
4,SFO,815,814,-1,1654,1648,-6,0,0,0,2585,0,0,0,0,0,1
5,SFO,815,833,18,1654,1730,36,1,0,0,2585,18,0,18,0,0,1
6,SFO,815,822,7,1654,1648,-6,0,0,0,2585,0,0,0,0,0,1
7,SFO,815,812,-3,1654,1707,13,0,0,0,2585,0,0,0,0,0,1
1,SFO,815,816,1,1654,1653,-1,0,0,0,2585,0,0,0,0,0,1
2,SFO,815,815,0,1654,1735,41,1,0,0,2585,0,0,41,0,0,1
3,SFO,815,810,-5,1654,1651,-3,0,0,0,2585,0,0,0,0,0,1
4,SFO,815,814,-1,1654,1638,-16,0,0,0,2585,0,0,0,0,0,1
5,SFO,815,814,-1,1654,1659,5,0,0,0,2585,0,0,0,0,0,1
6,SFO,815,813,-2,1654,1636,-18,0,0,0,2585,0,0,0,0,0,1
7,SFO,815,839,24,1654,1734,40,1,0,0,2585,24,0,16,0,0,1
5,LAX,1715,1939,144,1836,2112,156,1,0,0,337,0,0,24,0,132,1
6,LAX,1715,1746,31,1836,1903,27,1,0,0,337,0,0,0,0,27,1
7,LAX,1715,1732,17,1836,1852,16,1,0,0,337,12,0,0,0,4,1
1,LAX,1715,1831,76,1836,2002,86,1,0,0,337,0,0,10,17,59,1
2,LAX,1715,1731,16,1836,1855,19,1,0,0,337,16,0,3,0,0,1
3,LAX,1715,1723,8,1836,1847,11,0,0,0,337,0,0,0,0,0,1
4,LAX,1715,1710,-5,1836,1829,-7,0,0,0,337,0,0,0,0,0,1
5,LAX,1715,1737,22,1836,1858,22,1,0,0,337,0,0,0,0,22,1
6,LAX,1715,1709,-6,1836,1842,6,0,0,0,337,0,0,0,0,0,1
7,LAX,1715,1724,9,1836,1843,7,0,0,0,337,0,0,0,0,0,1
1,LAX,1715,1707,-8,1836,1841,5,0,0,0,337,0,0,0,0,0,1
2,LAX,1715,1710,-5,1836,1830,-6,0,0,0,337,0,0,0,0,0,1
3,LAX,1715,1917,122,1836,2027,111,1,0,0,337,0,0,0,0,111,1
4,LAX,1715,1719,4,1836,1839,3,0,0,0,337,0,0,0,0,0,1
5,LAX,1715,1932,137,1836,2105,149,1,0,0,337,0,0,12,0,137,1
6,LAX,1715,1720,5,1836,1832,-4,0,0,0,337,0,0,0,0,0,1
7,LAX,1715,1815,60,1836,1927,51,1,0,0,337,0,0,0,0,51,1
1,LAX,1715,1714,-1,1836,1833,-3,0,0,0,337,0,0,0,0,0,1
2,LAX,1715,2009,174,1836,2143,187,1,0,0,337,106,0,13,0,68,1
3,LAX,1715,1711,-4,1836,1827,-9,0,0,0,337,0,0,0,0,0,1
4,LAX,1715,1710,-5,1836,1846,10,0,0,0,337,0,0,0,0,0,1
5,LAX,1715,1735,20,1836,1913,37,1,0,0,337,0,0,17,0,20,1
6,LAX,1715,1739,24,1836,1904,28,1,0,0,337,24,0,4,0,0,1
7,LAX,1715,1755,40,1836,1915,39,1,0,0,337,9,0,0,0,30,1
1,LAX,1715,1715,0,1836,1844,8,0,0,0,337,0,0,0,0,0,1
2,LAX,1715,1727,12,1836,1832,-4,0,0,0,337,0,0,0,0,0,1
3,LAX,1715,1715,0,1836,1841,5,0,0,0,337,0,0,0,0,0,1
4,LAX,1715,1717,2,1836,1844,8,0,0,0,337,0,0,0,0,0,1
5,LAX,1715,1710,-5,1836,1835,-1,0,0,0,337,0,0,0,0,0,1
6,LAX,1715,1719,4,1836,1840,4,0,0,0,337,0,0,0,0,0,1
7,LAX,1715,1832,77,1836,1955,79,1,0,0,337,67,0,2,0,10,1
5,LAS,800,800,0,1605,1600,-5,0,0,0,2248,0,0,0,0,0,1
7,LAS,800,1252,292,1605,2118,313,1,0,0,2248,292,0,21,0,0,1
1,LAS,800,752,-8,1605,1537,-28,0,0,0,2248,0,0,0,0,0,1
2,LAS,800,757,-3,1605,1535,-30,0,0,0,2248,0,0,0,0,0,1
3,LAS,800,757,-3,1605,1606,1,0,0,0,2248,0,0,0,0,0,1
4,LAS,800,755,-5,1605,1552,-13,0,0,0,2248,0,0,0,0,0,1
5,LAS,800,754,-6,1605,1706,61,1,0,0,2248,0,0,61,0,0,1
6,LAS,754,758,4,1600,1541,-19,0,0,0,2248,0,0,0,0,0,1
7,LAS,800,757,-3,1605,1548,-17,0,0,0,2248,0,0,0,0,0,1
1,LAS,800,828,28,1605,1621,16,1,0,0,2248,16,0,0,0,0,1
2,LAS,800,757,-3,1605,1542,-23,0,0,0,2248,0,0,0,0,0,1
3,LAS,800,917,77,1605,1715,70,1,0,0,2248,70,0,0,0,0,1
4,LAS,800,757,-3,1605,1613,8,0,0,0,2248,0,0,0,0,0,1
5,LAS,800,757,-3,1605,1547,-18,0,0,0,2248,0,0,0,0,0,1
6,LAS,754,747,-7,1600,1530,-30,0,0,0,2248,0,0,0,0,0,1
7,LAS,800,756,-4,1605,1600,-5,0,0,0,2248,0,0,0,0,0,1
2,LAS,800,756,-4,1605,1620,15,1,0,0,2248,0,0,15,0,0,1
3,LAS,800,758,-2,1605,1635,30,1,0,0,2248,0,0,30,0,0,1
4,LAS,800,803,3,1605,1624,19,1,0,0,2248,3,0,16,0,0,1
5,LAS,800,759,-1,1605,1551,-14,0,0,0,2248,0,0,0,0,0,1
6,LAS,754,749,-5,1600,1558,-2,0,0,0,2248,0,0,0,0,0,1
7,LAS,800,759,-1,1605,1617,12,0,0,0,2248,0,0,0,0,0,1
1,LAS,800,805,5,1605,1616,11,0,0,0,2248,0,0,0,0,0,1
2,LAS,800,850,50,1605,1630,25,1,0,0,2248,25,0,0,0,0,1
3,LAS,800,802,2,1605,1604,-1,0,0,0,2248,0,0,0,0,0,1
4,LAS,800,758,-2,1605,1607,2,0,0,0,2248,0,0,0,0,0,1
5,LAS,800,811,11,1605,1616,11,0,0,0,2248,0,0,0,0,0,1
6,LAS,754,747,-7,1600,1557,-3,0,0,0,2248,0,0,0,0,0,1
7,LAS,800,801,1,1605,1614,9,0,0,0,2248,0,0,0,0,0,1
6,JFK,1720,1721,1,2012,2028,16,1,0,0,2248,1,0,15,0,0,1
7,JFK,1720,1715,-5,2012,1949,-23,0,0,0,2248,0,0,0,0,0,1
1,JFK,1720,1801,41,2012,2035,23,1,0,0,2248,0,0,0,0,23,1
2,JFK,1720,1715,-5,2012,1953,-19,0,0,0,2248,0,0,0,0,0,1
3,JFK,1720,1717,-3,2012,1955,-17,0,0,0,2248,0,0,0,0,0,1
4,JFK,1720,1719,-1,2012,2018,6,0,0,0,2248,0,0,0,0,0,1
5,JFK,1720,1727,7,2012,2053,41,1,0,0,2248,0,0,41,0,0,1
6,JFK,1720,1721,1,2012,2021,9,0,0,0,2248,0,0,0,0,0,1
7,JFK,1720,1718,-2,2012,1945,-27,0,0,0,2248,0,0,0,0,0,1
1,JFK,1720,1821,61,2012,2103,51,1,0,0,2248,51,0,0,0,0,1
2,JFK,1720,1717,-3,2012,1951,-21,0,0,0,2248,0,0,0,0,0,1
3,JFK,1720,1736,16,2012,2038,26,1,0,0,2248,16,0,10,0,0,1
4,JFK,1720,1850,90,2012,2133,81,1,0,0,2248,0,11,0,0,70,1
5,JFK,1720,1752,32,2012,2015,3,0,0,0,2248,0,0,0,0,0,1
6,JFK,1720,1756,36,2012,2035,23,1,0,0,2248,0,23,0,0,0,1
7,JFK,1720,1836,76,2012,2112,60,1,0,0,2248,60,0,0,0,0,1
1,JFK,1720,1812,52,2012,2053,41,1,0,0,2248,0,0,41,0,0,1
2,JFK,1720,1718,-2,2012,2037,25,1,0,0,2248,0,0,25,0,0,1
3,JFK,1720,1722,2,2012,2000,-12,0,0,0,2248,0,0,0,0,0,1
4,JFK,1720,1717,-3,2012,1945,-27,0,0,0,2248,0,0,0,0,0,1
5,JFK,1720,1839,79,2012,2117,65,1,0,0,2248,26,0,0,0,39,1
6,JFK,1720,1855,95,2012,2127,75,1,0,0,2248,75,0,0,0,0,1
7,JFK,1720,1718,-2,2012,1958,-14,0,0,0,2248,0,0,0,0,0,1
1,JFK,1720,2035,195,2012,2339,207,1,0,0,2248,0,195,12,0,0,1
2,JFK,1720,1849,89,2012,2146,94,1,0,0,2248,89,0,5,0,0,1
3,JFK,1720,1718,-2,2012,2039,27,1,0,0,2248,0,0,27,0,0,1
4,JFK,1720,1837,77,2012,2220,128,1,0,0,2248,0,0,126,0,2,1
5,JFK,1720,1731,11,2012,2011,-1,0,0,0,2248,0,0,0,0,0,1
6,JFK,1720,1818,58,2012,2111,59,1,0,0,2248,0,0,25,0,34,1
7,JFK,1720,1716,-4,2012,1946,-26,0,0,0,2248,0,0,0,0,0,1
5,SFO,1945,2147,122,2126,2322,116,1,0,0,337,0,0,0,0,116,1
6,SFO,1944,1949,5,2125,2126,1,0,0,0,337,0,0,0,0,0,1
7,SFO,1944,2006,22,2125,2132,7,0,0,0,337,0,0,0,0,0,1
1,SFO,1944,2044,60,2125,2225,60,1,0,0,337,0,0,0,0,60,1
2,SFO,1944,1945,1,2125,2151,26,1,0,0,337,0,0,26,0,0,1
3,SFO,1944,2002,18,2125,2142,17,1,0,0,337,0,0,17,0,0,1
4,SFO,1944,1941,-3,2125,2136,11,0,0,0,337,0,0,0,0,0,1
5,SFO,1944,1941,-3,2125,2136,11,0,0,0,337,0,0,0,0,0,1
6,SFO,1944,2028,44,2125,2203,38,1,0,0,337,38,0,0,0,0,1
7,SFO,1944,1954,10,2125,2234,69,1,0,0,337,10,0,59,0,0,1
1,SFO,1944,1937,-7,2125,2153,28,1,0,0,337,0,0,28,0,0,1
2,SFO,1944,2002,18,2125,2134,9,0,0,0,337,0,0,0,0,0,1
3,SFO,1944,2108,84,2125,2247,82,1,0,0,337,0,0,0,0,82,1
4,SFO,1944,1938,-6,2125,2128,3,0,0,0,337,0,0,0,0,0,1
5,SFO,1944,2145,121,2125,2318,113,1,0,0,337,0,0,0,0,113,1
6,SFO,1944,1945,1,2125,2103,-22,0,0,0,337,0,0,0,0,0,1
7,SFO,1944,2013,29,2125,2200,35,1,0,0,337,1,0,6,0,28,1
1,SFO,1944,1939,-5,2125,2151,26,1,0,0,337,0,0,26,0,0,1
2,SFO,1944,2222,158,2125,2342,137,1,0,0,337,137,0,0,0,0,1
3,SFO,1944,2015,31,2125,2205,40,1,0,0,337,0,0,9,0,31,1
4,SFO,1944,1943,-1,2125,2137,12,0,0,0,337,0,0,0,0,0,1
5,SFO,1944,1956,12,2125,2200,35,1,0,0,337,0,0,23,0,12,1
6,SFO,1944,1951,7,2125,2129,4,0,0,0,337,0,0,0,0,0,1
7,SFO,1944,1952,8,2125,2135,10,0,0,0,337,0,0,0,0,0,1
1,SFO,1944,1940,-4,2125,2115,-10,0,0,0,337,0,0,0,0,0,1
2,SFO,1944,1940,-4,2125,2107,-18,0,0,0,337,0,0,0,0,0,1
3,SFO,1944,1941,-3,2125,2121,-4,0,0,0,337,0,0,0,0,0,1
4,SFO,1944,1940,-4,2125,2129,4,0,0,0,337,0,0,0,0,0,1
5,SFO,1944,1935,-9,2125,2125,0,0,0,0,337,0,0,0,0,0,1
6,SFO,1944,1939,-5,2125,2104,-21,0,0,0,337,0,0,0,0,0,1
7,SFO,1944,2049,65,2125,2230,65,1,0,0,337,0,0,0,0,65,1
5,LAX,2356,49,53,610,703,53,1,0,0,1744,0,0,14,0,39,1
6,LAX,2357,4,7,611,549,-22,0,0,0,1744,0,0,0,0,0,1
7,LAX,2357,2358,1,611,556,-15,0,0,0,1744,0,0,0,0,0,1
1,LAX,2357,1,4,611,604,-7,0,0,0,1744,0,0,0,0,0,1
2,LAX,2357,2358,1,611,621,10,0,0,0,1744,0,0,0,0,0,1
3,LAX,2357,2358,1,611,608,-3,0,0,0,1744,0,0,0,0,0,1
4,LAX,2357,2,5,611,624,13,0,0,0,1744,0,0,0,0,0,1
5,LAX,2357,41,44,611,651,40,1,0,0,1744,0,0,40,0,0,1
6,LAX,2357,52,55,611,705,54,1,0,0,1744,54,0,0,0,0,1
7,LAX,2357,27,30,611,657,46,1,0,0,1744,16,0,16,0,14,1
1,LAX,2357,2358,1,611,607,-4,0,0,0,1744,0,0,0,0,0,1
2,LAX,2357,5,8,611,619,8,0,0,0,1744,0,0,0,0,0,1
3,LAX,2357,17,20,611,619,8,0,0,0,1744,0,0,0,0,0,1
4,LAX,2357,10,13,611,623,12,0,0,0,1744,0,0,0,0,0,1
5,LAX,2357,6,9,611,550,-21,0,0,0,1744,0,0,0,0,0,1
6,LAX,2357,2352,-5,611,555,-16,0,0,0,1744,0,0,0,0,0,1
7,LAX,2357,15,18,611,620,9,0,0,0,1744,0,0,0,0,0,1
1,LAX,2357,1,4,611,610,-1,0,0,0,1744,0,0,0,0,0,1
2,LAX,2357,103,66,611,709,58,1,0,0,1744,0,0,0,0,58,1
3,LAX,2357,9,12,611,635,24,1,0,0,1744,12,0,12,0,0,1
4,LAX,2357,36,39,611,644,33,1,0,0,1744,19,0,0,0,14,1
5,LAX,2357,15,18,611,622,11,0,0,0,1744,0,0,0,0,0,1
6,LAX,2357,13,16,611,622,11,0,0,0,1744,0,0,0,0,0,1
7,LAX,2357,11,14,611,608,-3,0,0,0,1744,0,0,0,0,0,1
1,LAX,2357,11,14,611,615,4,0,0,0,1744,0,0,0,0,0,1
2,LAX,2357,2400,3,611,624,13,0,0,0,1744,0,0,0,0,0,1
3,LAX,2357,2355,-2,611,602,-9,0,0,0,1744,0,0,0,0,0,1
4,LAX,2357,19,22,611,651,40,1,0,0,1744,15,0,18,0,7,1
6,LAX,2357,18,21,611,623,12,0,0,0,1744,0,0,0,0,0,1
7,LAX,2357,48,51,611,701,50,1,0,0,1744,50,0,0,0,0,1
5,BOS,1822,1909,47,2150,2336,106,1,0,0,2611,0,7,59,0,40,1
6,BOS,1822,1832,10,2150,2212,22,1,0,0,2611,10,0,12,0,0,1
7,SFO,1311,1306,-5,1445,1435,-10,0,0,0,337,0,0,0,0,0,1
1,SFO,1311,1335,24,1445,1519,34,1,0,0,337,1,0,10,0,23,1
2,SFO,1311,1436,85,1445,1601,76,1,0,0,337,0,0,0,0,76,1
3,SFO,1311,1311,0,1445,1451,6,0,0,0,337,0,0,0,0,0,1
4,SFO,1311,1428,77,1445,1603,78,1,0,0,337,0,0,1,0,77,1
5,SFO,1311,1420,69,1445,1546,61,1,0,0,337,1,0,0,0,60,1
6,SFO,1311,1309,-2,1445,1435,-10,0,0,0,337,0,0,0,0,0,1
7,SFO,1311,1310,-1,1445,1432,-13,0,0,0,337,0,0,0,0,0,1
1,SFO,1311,1336,25,1445,1512,27,1,0,0,337,4,0,2,0,21,1
2,SFO,1311,1315,4,1445,1439,-6,0,0,0,337,0,0,0,0,0,1
3,SFO,1311,1310,-1,1445,1439,-6,0,0,0,337,0,0,0,0,0,1
4,SFO,1311,1323,12,1445,1500,15,1,0,0,337,1,0,3,0,11,1
5,SFO,1311,1305,-6,1445,1425,-20,0,0,0,337,0,0,0,0,0,1
6,SFO,1311,1342,31,1445,1456,11,0,0,0,337,0,0,0,0,0,1
7,SFO,1311,1343,32,1445,1538,53,1,0,0,337,15,0,21,0,17,1
1,SFO,1311,1310,-1,1445,1427,-18,0,0,0,337,0,0,0,0,0,1
2,SFO,1311,1308,-3,1445,1436,-9,0,0,0,337,0,0,0,0,0,1
3,SFO,1311,1306,-5,1445,1435,-10,0,0,0,337,0,0,0,0,0,1
4,SFO,1311,1417,66,1445,1538,53,1,0,0,337,50,0,0,0,3,1
5,SFO,1311,1447,96,1445,1625,100,1,0,0,337,2,0,4,0,94,1
6,SFO,1311,1307,-4,1445,1442,-3,0,0,0,337,0,0,0,0,0,1
7,SFO,1311,1345,34,1445,1515,30,1,0,0,337,0,0,0,0,30,1
5,DEN,815,825,10,1113,1119,6,0,0,0,641,0,0,0,0,0,1
6,DEN,730,752,22,1028,1044,16,1,0,0,641,16,0,0,0,0,1
7,DEN,815,816,1,1113,1112,-1,0,0,0,641,0,0,0,0,0,1
1,DEN,815,815,0,1113,1101,-12,0,0,0,641,0,0,0,0,0,1
2,DEN,815,811,-4,1113,1116,3,0,0,0,641,0,0,0,0,0,1
3,DEN,815,809,-6,1113,1053,-20,0,0,0,641,0,0,0,0,0,1
4,DEN,815,808,-7,1113,1103,-10,0,0,0,641,0,0,0,0,0,1
5,DEN,815,813,-2,1113,1112,-1,0,0,0,641,0,0,0,0,0,1
6,DEN,730,1010,160,1028,1301,153,1,0,0,641,153,0,0,0,0,1
7,DEN,815,910,55,1113,1159,46,1,0,0,641,46,0,0,0,0,1
1,DEN,815,819,4,1113,1112,-1,0,0,0,641,0,0,0,0,0,1
2,DEN,815,813,-2,1113,1119,6,0,0,0,641,0,0,0,0,0,1
3,DEN,815,812,-3,1113,1101,-12,0,0,0,641,0,0,0,0,0,1
4,DEN,815,813,-2,1113,1100,-13,0,0,0,641,0,0,0,0,0,1
5,DEN,815,922,67,1113,1253,100,1,0,0,641,67,0,33,0,0,1
6,DEN,730,731,1,1028,1013,-15,0,0,0,641,0,0,0,0,0,1
7,DEN,815,808,-7,1113,1105,-8,0,0,0,641,0,0,0,0,0,1
1,DEN,815,812,-3,1113,1105,-8,0,0,0,641,0,0,0,0,0,1
2,DEN,815,903,48,1113,1158,45,1,0,0,641,45,0,0,0,0,1
3,DEN,815,1033,138,1113,1326,133,1,0,0,641,133,0,0,0,0,1
4,DEN,815,810,-5,1113,1107,-6,0,0,0,641,0,0,0,0,0,1
5,DEN,815,812,-3,1113,1105,-8,0,0,0,641,0,0,0,0,0,1
6,DEN,730,727,-3,1028,1014,-14,0,0,0,641,0,0,0,0,0,1
7,DEN,815,813,-2,1113,1106,-7,0,0,0,641,0,0,0,0,0,1
1,DEN,815,813,-2,1113,1106,-7,0,0,0,641,0,0,0,0,0,1
2,DEN,815,1006,111,1113,1257,104,1,0,0,641,104,0,0,0,0,1
3,DEN,815,810,-5,1113,1113,0,0,0,0,641,0,0,0,0,0,1
4,DEN,815,1003,108,1113,1252,99,1,0,0,641,99,0,0,0,0,1
5,DEN,815,1001,106,1113,1255,102,1,0,0,641,102,0,0,0,0,1
6,DEN,730,730,0,1028,1018,-10,0,0,0,641,0,0,0,0,0,1
7,DEN,815,811,-4,1113,1055,-18,0,0,0,641,0,0,0,0,0,1
5,DFW,720,720,0,901,853,-8,0,0,0,1464,0,0,0,0,0,1
6,DFW,720,741,21,901,909,8,0,0,0,1464,0,0,0,0,0,1
7,DFW,720,716,-4,901,841,-20,0,0,0,1464,0,0,0,0,0,1
1,DFW,720,836,76,901,1006,65,1,0,0,1464,0,65,0,0,0,1
2,DFW,720,717,-3,901,914,13,0,0,0,1464,0,0,0,0,0,1
3,DFW,720,721,1,901,856,-5,0,0,0,1464,0,0,0,0,0,1
4,DFW,720,718,-2,901,852,-9,0,0,0,1464,0,0,0,0,0,1
5,DFW,720,718,-2,901,855,-6,0,0,0,1464,0,0,0,0,0,1
6,DFW,720,719,-1,901,858,-3,0,0,0,1464,0,0,0,0,0,1
7,DFW,720,723,3,901,859,-2,0,0,0,1464,0,0,0,0,0,1
1,DFW,720,719,-1,901,906,5,0,0,0,1464,0,0,0,0,0,1
2,DFW,720,723,3,901,900,-1,0,0,0,1464,0,0,0,0,0,1
3,DFW,720,715,-5,901,852,-9,0,0,0,1464,0,0,0,0,0,1
4,DFW,720,715,-5,901,848,-13,0,0,0,1464,0,0,0,0,0,1
5,DFW,720,720,0,901,853,-8,0,0,0,1464,0,0,0,0,0,1
6,DFW,720,715,-5,901,842,-19,0,0,0,1464,0,0,0,0,0,1
7,DFW,720,716,-4,901,848,-13,0,0,0,1464,0,0,0,0,0,1
1,DFW,720,716,-4,901,858,-3,0,0,0,1464,0,0,0,0,0,1
2,DFW,720,714,-6,901,844,-17,0,0,0,1464,0,0,0,0,0,1
3,DFW,720,714,-6,901,840,-21,0,0,0,1464,0,0,0,0,0,1
4,DFW,720,720,0,901,842,-19,0,0,0,1464,0,0,0,0,0,1
5,DFW,720,719,-1,901,839,-22,0,0,0,1464,0,0,0,0,0,1
6,DFW,720,714,-6,901,837,-24,0,0,0,1464,0,0,0,0,0,1
7,DFW,720,714,-6,901,841,-20,0,0,0,1464,0,0,0,0,0,1
1,DFW,720,724,4,901,856,-5,0,0,0,1464,0,0,0,0,0,1
2,DFW,720,720,0,901,852,-9,0,0,0,1464,0,0,0,0,0,1
3,DFW,720,717,-3,901,854,-7,0,0,0,1464,0,0,0,0,0,1
4,DFW,720,724,4,901,853,-8,0,0,0,1464,0,0,0,0,0,1
5,DFW,720,716,-4,901,838,-23,0,0,0,1464,0,0,0,0,0,1
6,DFW,720,714,-6,901,847,-14,0,0,0,1464,0,0,0,0,0,1
7,DFW,720,1202,282,901,1339,278,1,0,0,1464,18,0,0,0,260,1
5,LAX,1720,1726,6,2008,2032,24,1,0,0,2486,0,0,18,0,6,1
6,LAX,1720,1720,0,2008,2015,7,0,0,0,2486,0,0,0,0,0,1
7,LAX,1720,1813,53,2008,2105,57,1,0,0,2486,53,0,4,0,0,1
1,LAX,1720,1719,-1,2008,2004,-4,0,0,0,2486,0,0,0,0,0,1
2,LAX,1720,1718,-2,2008,2003,-5,0,0,0,2486,0,0,0,0,0,1
